# 3000 candidates (of 97661 native,tatsama,deshi,tadbhava-tagged words scanned), sorted by loanword-likelihood
# score	word	phoneme	tag	trigger_window
0.6905	পররাষ্ট্রমন্ত্রীর	p o r O r a sh T r O m O n t r i r	tatsama	hTr
0.6905	পররাষ্ট্রমন্ত্রীরা	p o r O r a sh T r O m O n t r i r a	tatsama	hTr
0.6905	পররাষ্ট্রসচিবের	p o r O r a sh T r O sh O ch i b e r	tatsama	hTr
0.6905	যুক্তরাষ্ট্রকে	j u kt O r a sh T r O k e	tatsama	hTr
0.6905	যুক্তরাষ্ট্রসহ	j u kt O r a sh T r O sh o h O	tatsama	hTr
0.6905	রাষ্ট্র	r a sh T r O	tatsama	hTr
0.6905	রাষ্ট্রগুলোকে	r a sh T r O g u l O k e	tatsama	hTr
0.6905	রাষ্ট্রগুলোতে	r a sh T r O g u l O t e	tatsama	hTr
0.6905	রাষ্ট্রদূত	r a sh T r O d u t	tatsama	hTr
0.6905	রাষ্ট্রদূতকে	r a sh T r O d u t k e	tatsama	hTr
0.6905	রাষ্ট্রদূতদের	r a sh T r O d u t d e r	tatsama	hTr
0.6905	রাষ্ট্রদূতসহ	r a sh T r O d u t sh o h O	tatsama	hTr
0.6905	রাষ্ট্রদূতের	r a sh T r O d u t e r	tatsama	hTr
0.6905	রাষ্ট্রদ্রোহী	r a sh T r O d r O h i	tatsama	hTr
0.6905	রাষ্ট্রধর্ম	r a sh T r O dh o r m O	tatsama	hTr
0.6905	রাষ্ট্রপ	r a sh T r O p	tatsama	hTr
0.6905	রাষ্ট্রপক্ষ	r a sh T r O p o kkh O	tatsama	hTr
0.6905	রাষ্ট্রপতি	r a sh T r O p O t i	tatsama	hTr
0.6905	রাষ্ট্রযন্ত্র	r a sh T r O j o n t r O	tatsama	hTr
0.6905	রাষ্ট্রশক্তি	r a sh T r O sh O kt i	tatsama	hTr
0.6905	স্বরাষ্ট্রমন্ত্রীরা	sh o r a sh T r O m O n t r i r a	tatsama	hTr
0.6905	স্বরাষ্ট্রসচিব	sh o r a sh T r O sh O ch i b	tatsama	hTr
0.6905	ধৃতরাশ্ট্র	dh ri t O r a sh T r O	tatsama	hTr
0.6905	রাশ্ট্রক্ষমতা	r a sh T r o kkh o m o t a	tatsama	hTr
0.6905	রাশ্ট্রক্ষমতার	r a sh T r O kh o m O t a r	tatsama	hTr
0.6905	রাশ্ট্রক্ষমতায়	r a sh T r o kkh o m o t a y	tatsama	hTr
0.6905	রাশ্ট্রপক্ষ	r a sh T r O p o kkh O	tatsama	hTr
0.6905	রাশ্ট্রপক্ষও	r a sh T r O p O kkh O	tatsama	hTr
0.6905	রাশ্ট্রপক্ষকে	r a sh T r O p o kkh O k e	tatsama	hTr
0.6905	রাশ্ট্রপক্ষে	r a sh T r o p o kkh e	tatsama	hTr
0.6905	রাশ্ট্রবিজ্ঞান	r a sh T r O b i g g a n	tatsama	hTr
0.6905	রাশ্ট্রবিজ্ঞানি	r a sh T r O b i g g a n i	tatsama	hTr
0.6905	রাশ্ট্রবিজ্ঞানিরা	r a sh T r o b i g g a n i r a	tatsama	hTr
0.6905	রাশ্ট্রবিজ্ঞানে	r a sh T r O b i g g a n e	tatsama	hTr
0.6905	রাশ্ট্রবিজ্ঞানের	r a sh T r O b i g g a n e r	tatsama	hTr
0.6905	স্বরাশ্ট্র	sh o r a sh T r O	tatsama	hTr
0.6905	স্বরাশ্ট্রপ্রতিমন্ত্রি	sh o r a sh T r O pr O t i m O n	tatsama	hTr
0.6905	স্বরাশ্ট্রমন্ত্রি	sh o r a sh T r o m o nt r i	tatsama	hTr
0.6905	স্বরাশ্ট্রমন্ত্রিই	sh o r a sh T r o m o nt r i i	tatsama	hTr
0.6905	স্বরাশ্ট্রমন্ত্রিও	sh o r a sh T r o m o nt r i O	tatsama	hTr
0.6905	স্বরাশ্ট্রমন্ত্রিকে	sh o r a sh T r O m O nt ri k e	tatsama	hTr
0.6905	স্বরাশ্ট্রমন্ত্রিদের	sh o r a sh T r o m o nt r i d e r	tatsama	hTr
0.6905	স্বরাশ্ট্রমন্ত্রির	sh o r a sh T r O m O nt ri r	tatsama	hTr
0.6905	স্বরাশ্ট্রমন্ত্রিরা	sh o r a sh T r O m O nt ri r a	tatsama	hTr
0.6905	স্বরাশ্ট্রমন্ত্রিসহ	sh o r a sh T r o m o nt r i sh o h O	tatsama	hTr
0.6905	স্বরাশ্ট্রসচিব	sh o r a sh T r O sh O ch i b	tatsama	hTr
0.6905	স্বরাশ্ট্রসচিবকে	sh o r a sh T r o sh o ch i b k e	tatsama	hTr
0.6905	স্বরাশ্ট্রসচিবদের	sh o r a sh T r o sh o ch i b d e r	tatsama	hTr
0.6905	স্বরাশ্ট্রসচিবসহ	sh o r a sh T r o sh o ch i b sh o h O	tatsama	hTr
0.6905	স্বরাশ্ট্রসচিবের	sh o r a sh T r o sh o ch i b e r	tatsama	hTr
0.6905	স্বরাশ্ট্রসহ	sh o r a sh T r o sh o h O	tatsama	hTr
0.6896	পারসোনা	p a r s O n a	native	rsO
0.6896	পারসোনার	p a r s O n a r	native	rsO
0.6896	পারসোনাল	p a r s O n a l	native	rsO
0.6896	পারসোনালিটি	p a r s O n a l i T i	native	rsO
0.6896	পারসোনায়	p a r s O n a y	native	rsO
0.6896	পার্সোনালিটি	p a r s O n a l i T i	native	rsO
0.6896	পার্সোনেল	p a r s O n e l	native	rsO
0.6890	প্যান্টে	p A n T e	native	AnTe
0.6890	প্যান্টের	p A n T e r	native	AnTe
0.6886	পোডগোরিকা	p O D g O r i k a	native	ODg
0.6872	পেন্ডিমোনিও	p e n D i m O n i O	native	enDi
0.6872	ভেরেন্ডি	bh e r e n D i	native	enDi
0.6872	ভেরেন্ডির	bh e r e n D i r	native	enDi
0.6850	ড্যাং	D A ng	native	DAn
0.6850	ড্যাংগা	D A ng g a	native	DAn
0.6850	ড্যানো	D A n O	native	DAn
0.6842	ইউকেটে	i u k e T e	native	eTe
0.6842	ইনসেটে	i n sh e T e	native	eTe
0.6842	ইন্টানেটের	i n T a n e T e r	native	eTe
0.6842	এটে	e T e	native	eTe
0.6842	এটেছে	e T e chh e	native	eTe
0.6842	এটেছেন	e T e chh e n	native	eTe
0.6842	এটেল	e T e l	native	eTe
0.6842	খেটে	kh e T e	native	eTe
0.6842	খেটেখাওয়া	kh e T e kh a O y a	native	eTe
0.6842	খেটেখুটে	kh e T e kh u T e	native	eTe
0.6842	খেটেছি	kh e T e chh i	native	eTe
0.6842	খেটেছিলেন	kh e T e chh i l e n	native	eTe
0.6842	খেটেছে	kh e T e chh e	native	eTe
0.6842	খেটেছেন	kh e T e chh e n	native	eTe
0.6842	খেটেল	kh e T e l	native	eTe
0.6842	গেটে	g e T e	native	eTe
0.6842	হেটে	h e T e	native	eTe
0.6842	হেটেই	h e T e i	native	eTe
0.6842	হেটেও	h e T e O	native	eTe
0.6842	হেটেছি	h e T e chh i	native	eTe
0.6842	হেটেছিলেন	h e T e chh i l e n	native	eTe
0.6842	হেটেছে	h e T e chh e	native	eTe
0.6842	হেটেছেন	h e T e chh e n	native	eTe
0.6842	করনেটের	k o r n e T e r	native	eTe
0.6842	কাটলেটের	k a T l e T e r	native	eTe
0.6842	কালেক্টরেটের	k a l e k T o r e T e r	native	eTe
0.6842	কেটে	k e T e	native	eTe
0.6842	কেটেই	k e T e i	native	eTe
0.6842	কেটেও	k e T e O	native	eTe
0.6842	কেটেছি	k e T e chh i	native	eTe
0.6842	কেটেছিল	k e T e chh i l O	native	eTe
0.6842	কেটেছিলেন	k e T e chh i l e n	native	eTe
0.6842	কেটেছে	k e T e chh e	native	eTe
0.6842	কেটের	k e T e r	native	eTe
0.6842	খালিপেটে	kh a l i p e T e	native	eTe
0.6842	গলাকেটে	g o l a k e T e	native	eTe
0.6842	গ্যেটের	g e T e r	native	eTe
0.6842	ঘেটেও	gh e T e O	native	eTe
0.6842	ঘেটেল	gh e T e l	native	eTe
0.6842	চকলেটে	ch o k l e T e	native	eTe
0.6842	চকলেটের	ch o k l e T e r	native	eTe
0.6842	চুয়েটে	ch u y e T e	native	eTe
0.6842	চুয়েটের	ch u y e T e r	native	eTe
0.6842	চেটে	ch e T e	native	eTe
0.6842	চেটেপুটে	ch e T e p u T e	native	eTe
0.6842	জর্জেটের	j o r j e T e r	native	eTe
0.6842	ডিনেটের	D i n e T e r	native	eTe
0.6842	পকেটে	p o k e T e	native	eTe
0.6842	পকেটেই	p o k e T e i	native	eTe
0.6842	পকেটেও	p o k e T e O	native	eTe
0.6842	পকেটের	p o k e T e r	native	eTe
0.6842	পিনোচেটের	p i n O ch e T e r	native	eTe
0.6842	পেটেই	p e T e i	native	eTe
0.6842	পেটেও	p e T e O	native	eTe
0.6842	পেটের	p e T e r	native	eTe
0.6842	পেটেল	p e T e l	native	eTe
0.6842	প্যাকেটে	p A k e T e	native	eTe
0.6842	প্রাইভেটে	pr a i bh e T e	native	eTe
0.6842	ফেটেছে	ph e T e chh e	native	eTe
0.6842	বিশ্বক্রিকেটের	b i sh sh o k ri k e T e r	tatsama	eTe
0.6842	বুকপকেটে	b u k p o k e T e	native	eTe
0.6842	বেটে	b e T e	native	eTe
0.6842	মেরেকেটে	m e r e k e T e	native	eTe
0.6842	সিলেটেও	sh i l e T e O	native	eTe
0.6842	সিলেটের	sh i l e T e r	native	eTe
0.6811	বরফঢাকা	b o r o ph Dh a k a	native	phD
0.6809	আবাদচন্ডিপুর	a b a d ch o n D i p u r	native	Dip
0.6809	চন্ডিপুর	ch o n D i p u r	native	Dip
0.6809	চন্ডিপুরের	ch o n D i p u r e r	native	Dip
0.6809	ডিপ	D i p	native	Dip
0.6809	ডিফো	D i ph O	native	Dip
0.6794	হেরাল্ড	h e r a l D O	native	lDO
0.6794	গজলডোবা	g o j O l D O b a	native	lDO
0.6794	গজলডোবায়	g o j o l D O b a y o	native	lDO
0.6794	গাজলডোবা	g a j o l D O b a	native	lDO
0.6779	এন্ডে	e n D e	native	enDe
0.6779	এমপিওভুক্তি	e m p i O bh u kt i	native	empi
0.6779	বিএমপি	b i e m p i	native	empi
0.6779	সিএমপি	sh i e m p i	native	empi
0.6779	সিএমপির	sh i e m p i r	native	empi
0.6771	আসমারা	a s m a r a	native	asm
0.6754	উপপ্লব	u p O p l o b O	tatsama	plo
0.6754	প্লটের	p l o T e r	native	plo
0.6746	ব্র্যাকসহ	b r A k sh o h O	native	rAks
0.6688	গন্ডেপিন্ডে	g o n D e p i n D e	native	Dep
0.6688	ডেপ	D e p	native	Dep
0.6688	ডেপল	D e p o l	native	Dep
0.6688	ডেপুরা	D e p u r a	native	Dep
0.6683	শিক্ষাসফরে	sh i k kh a s o ph O r e	tatsama	sop
0.6683	সফরকারী	s o ph O r k a r i	native	sop
0.6683	ফিলসফি	ph i l o s o ph i	native	sop
0.6672	ক্রিকেটপ্রেমীদের	kr i k e T pr e m i d e r	native	eTp
0.6672	পেটপুরে	p e T p u r e	native	eTp
0.6661	ইন্টেলিজেন্ট	i n T e l i j e n T	native	nTel
0.6661	ইন্টেলের	i n T e l e r	native	nTel
0.6648	ব্র্যাক	b r A k	native	rAk
0.6648	ব্র্যাকে	b r A k e	native	rAk
0.6648	ব্র্যাকেন	b r A k e n	native	rAk
0.6648	ব্র্যাকেনের	b r A k e n e r	native	rAk
0.6648	ব্র্যাকের	b r A k e r	native	rAk
0.6628	ওয়াসিফ	O y a s i ph	native	sip
0.6628	ওয়াসিফকে	O y a s i ph k e	native	sip
0.6628	ওয়াসিফের	O y a s i ph e r	native	sip
0.6628	পার্টিসিপেশন	p a r T i s i p e sh o n	native	sip
0.6628	পিসিপুল	p i s i p u l	native	sip
0.6628	বিসিপিএস	b i s i p i e s	native	sip
0.6593	ইম্পর্টেন্ট	i mp o r T e n T	native	rTenT
0.6567	প্যারাসুট	p A r a s u T	native	suT
0.6567	প্যারাসুটের	p A r a s u T e r	native	suT
0.6563	ল্যাপ	l A p	native	lAp
0.6563	ল্যাপের	l A p e r	native	lAp
0.6553	রেপসল	r e p s o l	native	sol
0.6497	প্রেমপত্র	pr e m p o tr O	native	emp
0.6435	নেড	n e D	native	neD
0.6420	স্পটগুলোতে	s p o T g u l O t e	native	spo
0.6420	হৃদস্পন্দন	r i d s p o nd o n	tatsama	spo
0.6420	হৃৎস্পন্দন	r i t s p o nd O n	tatsama	spo
0.6420	পিএলসি	p i e l s i	native	lsi
0.6420	বিএলসি	b i e l s i	native	lsi
0.6420	বিওয়াইএলসি	b i O y a i e l s i	native	lsi
0.6420	বিওয়াইএলসির	b i O y a i e l s i r	native	lsi
0.6420	বিএপিএলসি	b i e p i e l s i	native	lsi
0.6420	বিএপিএলসির	b i e p i e l s i r	native	lsi
0.6414	ইউনিফায়েড	i u n i ph a y e D	native	yeD
0.6414	ইকুয়েডর	i k u y e D o r	native	yeD
0.6414	ইকুয়েডরকে	i k u y e D o r k e	native	yeD
0.6414	ইকুয়েডরে	i k u y e D o r e	native	yeD
0.6414	প্যারানয়েড	p A r a n y e D o	native	yeD
0.6409	স্যামসং	s A m s o ng	native	mso
0.6409	স্যামসন	s A m s o n	native	mso
0.6409	ক্রিমসন	k ri m s o n	native	mso
0.6347	ঘন্টেশ্বর	gh o n T e sh sh o r o	tatsama	nTes
0.6344	পিএটিসির	p i e T i s i r	native	ieTisi
0.6335	এট	e T	native	eT
0.6308	ওয়াডে	O y a D e	native	aDe
0.6308	নোরাডের	n O r a D e r	native	aDe
0.6295	ইনটেক	i n T e k	native	nTe
0.6295	ইনটেরিয়র	i n T e r i y o r	native	nTe
0.6295	ইন্টেগ্রিটি	i n T e gr i T i	native	nTe
0.6295	ইন্টেরিয়র	i n T e r i y o r	native	nTe
0.6295	তিনটেতে	t i n T e t e	native	nTe
0.6295	কাউন্টের	k a u n T e r	native	nTe
0.6295	তিনটে	t i n T e	native	nTe
0.6295	তিনটের	t i n T e r	native	nTe
0.6295	পান্টের	p a n T e r	native	nTe
0.6295	ফন্টে	ph o n T e	native	nTe
0.6295	ফন্টেইন	ph o n T e i n	native	nTe
0.6295	ফন্টেইনের	ph o n T e i n e r	native	nTe
0.6295	ভাশানটেক	bh a sh a n T e k	native	nTe
0.6295	ভাশানটেকে	bh a sh a n T e k e	native	nTe
0.6295	ভাশানটেকের	bh a sh a n T e k e r	native	nTe
0.6295	ভাসানটেক	bh a sh a n T e k	native	nTe
0.6295	ভাসানটেকে	bh a sh a n T e k	native	nTe
0.6295	মন্টে	m o n T e	native	nTe
0.6291	বাসগুলো	b a s g u l O	native	asg
0.6230	শিক্ষাবোর্ড	sh i kkh a b O r D	tatsama	OrD
0.6230	কীবোর্ড	k i b O r D	native	OrD
0.6230	চিংফোর্ড	ch i ng ph O r D	native	OrD
0.6230	বিশ্বরেকর্ড	b i sh sh O r e k O r D	tatsama	OrD
0.6230	শিলিংফোর্ড	sh i l i ng ph O r D	native	OrD
0.6230	শোর্ড	sh O r D	native	OrD
0.6214	ককটেলটি	k o k T e l T i	native	kTel
0.6202	প্রেসসচিব	pr e s sh O ch i b	native	ess
0.6202	ন্যাডপো	n A D p O	native	ADp
0.6202	ন্যাডপোর	n A D p O r	native	ADp
0.6181	প্যাটেন্ট	p A T e n T	native	TenT
0.6117	সিকান্দর	s i k a nd O r	native	sik
0.6117	এলাকাবাসিকে	e l a k a b a s i k e	native	sik
0.6117	ক্যাপসিকাম	k A p s i k a m	native	sik
0.6117	ক্যাপসিকামের	k A p s i k a m e r	native	sik
0.6117	পিসিকালচার	p i s i k a l ch a r	native	sik
0.6117	পিসিকে	p i s i k e	native	sik
0.6117	বিপিসিকে	b i p i s i k e	native	sik
0.6117	বিবিসিকে	b i b i s i k e	native	sik
0.6117	বিসিক	b i s i k	native	sik
0.6117	ভিসিকে	bh i s i k e	native	sik
0.6092	ক্যাপশহ	k A p sh o h o	native	kAp
0.6092	ক্যাপস	k A p o s	native	kAp
0.6092	ক্যাপসদের	k A p s d e r	native	kAp
0.6092	ক্যাপসরা	k A p s r a	native	kAp
0.6092	ক্যাপসুল	k A p s u l	native	kAp
0.6092	ক্যাপসুলের	k A p s u l e r	native	kAp
0.6092	ক্যাপেং	k A p e ng	native	kAp
0.6092	ক্যাপের	k A p e r	native	kAp
0.6092	ক্যাপোট	k A p O T	native	kAp
0.6053	কিডজ	k i D j	native	iDj
0.6048	পেমেন্ট	p e m e n T	native	emenT
0.6042	স্বতঃস্ফূর্ততা	s o t O s ph u r t O t a	tatsama	sph
0.6042	ক্রসফায়ার	kr o s ph a y a r	native	sph
0.6042	ক্রসফায়ারই	kr o s ph a y a r i	native	sph
0.6042	ক্রসফায়ারও	kr o s ph a y a r O	native	sph
0.6042	ক্রসফায়ারে	kr o s ph a y a r e	native	sph
0.6042	ক্রসফায়ারের	kr o s ph a y a r e r	native	sph
0.6042	ফসফরাস	ph o s ph o r a s	native	sph
0.6042	স্ফটিকের	s ph O T i k e r	native	sph
0.6042	স্ফাটিক	s ph a T i k	native	sph
0.6042	স্ফুট	s ph u T O	native	sph
0.6042	স্ফোট	s ph O T	native	sph
0.6042	স্ফোটক	s ph O T o k	native	sph
0.6042	স্ফোটন	s ph O T o n	native	sph
0.6020	অর্ধডজন	o r dh O D o j O n	native	ODo
0.6020	প্রবলেম	pr O b l e m	native	Obl
0.6020	প্রবলেমটা	pr O b l e m T a	native	Obl
0.6016	ইকুইপমেন্ট	i k u i p m e n T	native	pmenT
0.5998	উলফেনসন	u l ph e n sh o n	native	ens
0.5998	এনশাআল্লাহ	e n sh a l l a h	native	ens
0.5998	এনসাফ	e n sh a ph	native	ens
0.5998	এনসি	e n sh i	native	ens
0.5998	এন্শা	e n sh a	native	ens
0.5998	কনভেনশন	k o n bh e n sh o n	native	ens
0.5998	কনভেনশনের	k o n bh e n sh o n e r	native	ens
0.5998	বেনসন	b e n sh o n	native	ens
0.5998	সেনসহ	sh e n sh o h O	native	ens
0.5998	পেনশনভোগি	p e n sh o n bh O g i	native	ens
0.5998	পেনশনভোগিদের	p e n sh o n bh O g i d e r	native	ens
0.5998	পেনশনভোগিরা	p e n sh o n bh O g i r a	native	ens
0.5998	পেনশনার	p e n sh O n a r	native	ens
0.5998	পেনশনারস	p e n sh o n a r s	native	ens
0.5998	পেনশনে	p e n sh O n e	native	ens
0.5998	বাতেনসহ	b a t e n sh o h O	native	ens
0.5998	মেনশন	m e n sh o n	native	ens
0.5998	মেনস	m e n sh	native	ens
0.5998	মেনসা	m e n sh a	native	ens
0.5998	মোমেনশাহি	m O m e n sh a h i	native	ens
0.5998	মোহাইমেনসহ	m O h a i m e n sh o h O	native	ens
0.5998	লাদেনসহ	l a d e n sh o h O	native	ens
0.5998	লেনদেনসহ	l e n d e n sh o h O	native	ens
0.5998	লেনসহ	l e n sh o h O	native	ens
0.5998	শাহেনশা	sh a h e n sh a	native	ens
0.5998	শাহেনশাহ	sh a h e n sh a h	native	ens
0.5998	শাহেনশাহকে	sh a h e n sh a h k e	native	ens
0.5998	সাসপেনশন	sh a sh p e n sh o n	native	ens
0.5998	সোরেনসন	sh O r e n sh o n	native	ens
0.5998	হোসেনসহ	h O sh e n sh o h O	native	ens
0.5950	র্যাশ	r A sh	native	rAs
0.5946	ক্রসবার	kr o s b a r	native	sba
0.5946	ক্রসবারে	kr o s b a r e	native	sba
0.5946	ক্রসবারের	kr o s b a r e r	native	sba
0.5908	বিআরটিএতে	b i a r T i e t e	native	Tie
0.5908	বিআরটিএর	b i a r T i e r	native	Tie
0.5908	পিইটিএন	p i i T i e n	native	Tie
0.5908	পিটিএ	p i T i e	native	Tie
0.5895	আর্জেন্টিনিও	a r j e n T i n i O	native	jenT
0.5895	প্রেজেন্ট	pr e j e n T	native	jenT
0.5895	প্রেজেন্টার	pr e j e n T a r	native	jenT
0.5873	টেলিকমমন্ত্রি	T e l i k o m m O n t r i	native	Teli
0.5873	টেলিঘনত্ব	T e l i gh o n O tt O	tatsama	Teli
0.5873	টেলিছবিতে	T e l i chh O b i t e	native	Teli
0.5873	টেলিযোগাযোগ	T e l i j O g a j O g	native	Teli
0.5852	বাল্কহেড	b a l k h e D	native	heD
0.5852	হেড	h e D	native	heD
0.5852	পিয়ারহেড	p i y a r h e D	native	heD
0.5852	রেখেঢেকে	r e kh e Dh e k e	native	heD
0.5840	পিএইচটিসি	p i e i ch T i s i	native	Tisi
0.5814	ইউডা	i u D a	native	iuD
0.5814	বলিউড	b o l i u D	native	iuD
0.5808	ঢিলেঢালাভাবে	Dh i l e Dh a l a bh a b e	native	leD
0.5808	ঢিলেঢালা	Dh i l e Dh a l a	native	leD
0.5801	সংক্রান্ত	s o ng k r a n t O	native	son
0.5801	সংবাদের	s o ng b a d e r	native	son
0.5801	সন্তোষ	s o nt O sh	tatsama	son
0.5801	সেবাসংক্রান্ত	sh e b a s o ng k r a n t O	native	son
0.5775	চাপল	ch a p l O	native	plO
0.5775	প্লক্ষ	p l O kkh O	tatsama	plO
0.5767	পার্টিক্যাল	p a r T i k A l	native	kAl
0.5767	ইউক্যালিপটাস	i u k A l i p T a sh	native	kAl
0.5767	এথিক্যাল	e th i k A l	native	kAl
0.5767	কেমিক্যালস	k e m i k A l s	native	kAl
0.5767	কেলানো	k A l a n O	native	kAl
0.5767	ক্যালকাট	k A l k a T	native	kAl
0.5767	ক্যালকাটা	k A l k a T a	native	kAl
0.5767	ক্যালকুলাস	k A l k u l a s	native	kAl
0.5767	ক্যালাসানের	k A l a sh a n e r	native	kAl
0.5767	ক্যালিয়ন	k A l i y o n	native	kAl
0.5767	ক্যালিয়নের	k A l i y o n e r	native	kAl
0.5767	ক্যালু	k A l u	native	kAl
0.5767	ক্যালেন্ডারে	k A l e n D a r e	native	kAl
0.5767	পলিটিক্যালি	p o l i T i k A l i	native	kAl
0.5767	প্রাকটিক্যাল	pr a k T i k A l	native	kAl
0.5767	ফিজিক্যাল	ph i j i k A l	native	kAl
0.5767	ফিজিক্যালি	ph i j i k A l i	native	kAl
0.5767	বায়োলজিক্যাল	b a y O l o j i k A l	native	kAl
0.5767	ভেহিক্যাল	bh e h i k A l	native	kAl
0.5767	মিউজিক্যাল	m i u j i k A l	native	kAl
0.5767	মেকানিক্যাল	m e k a n i k A l	native	kAl
0.5767	ম্যাজিক্যাল	m A j i k A l	native	kAl
0.5767	সার্জিক্যাল	sh a r j i k A l	native	kAl
0.5733	সর্বাত্মক	s o r b a t t o k	native	sor
0.5733	স্যরি	s o r i	native	sor
0.5727	জনসম্মুখে	j o n O s o mm u kh e	native	Oso
0.5714	প্যান্ডেকার	p A n D e k a r	native	AnDe
0.5714	ব্যান্ডে	b A n D e	native	AnDe
0.5666	এলাকাবাসিই	e l a k a b a s i i	native	sii
0.5666	বিপিসিই	b i p i s i i	native	sii
0.5666	নরটেলের	n o r T e l e r	native	rTel
0.5656	চার্টের	ch a r T e r	native	rTe
0.5656	শেখেরটেক	sh e kh e r T e k	native	rTe
0.5656	শেখেরটেকে	sh e kh e r T e k e	native	rTe
0.5656	শেখেরটেকের	sh e kh e r T e k e r	native	rTe
0.5656	ওলপার্টের	O l p a r T e r	native	rTe
0.5656	কাইকারটেক	k a i k a r T e k	native	rTe
0.5656	কালভার্টে	k a l bh a r T e	native	rTe
0.5656	কালভার্টের	k a l bh a r T e r	native	rTe
0.5656	কেয়ারটেকার	k e y a r T e k a r	native	rTe
0.5656	কেয়ারটেকারের	k e y a r T e k a r e r	native	rTe
0.5656	গার্টেনবার্গ	g a r T e n b a r g	native	rTe
0.5656	চারটে	ch a r T e	native	rTe
0.5656	চারটেয়	ch a r T e i	native	rTe
0.5656	জজকোর্টে	j o j k O r T e	native	rTe
0.5656	জজকোর্টের	j o j k O r T e r	native	rTe
0.5656	নাজিরারটেক	n a j i r a r T e k	native	rTe
0.5656	পাওয়ারটেক	p a O y a r T e k	native	rTe
0.5656	পাওয়ারটেকের	p a O y a r T e k e r	native	rTe
0.5656	পার্টের	p a r T e r	native	rTe
0.5656	পোর্টেবল	p O r T e b O l	native	rTe
0.5656	পোর্টেবলিটি	p O r T e b o l i T i	native	rTe
0.5656	মেলারটেক	m e l a r T e k	native	rTe
0.5656	মেলারটেকে	m e l a r T e k e	native	rTe
0.5656	ময়নারটেক	m o y n a r T e k	native	rTe
0.5656	সিন্নিরটেক	sh i nn i r T e k	native	rTe
0.5652	প্যন্ট	p A n T	native	AnT
0.5652	প্যান্টগুলো	p A n T g u l O	native	AnT
0.5652	প্যান্টটা	p A n T T a	native	AnT
0.5652	প্যান্টটি	p A n T T i	native	AnT
0.5652	প্যান্টোমাইম	p A n T O m a i m	native	AnT
0.5652	ভ্যানটি	bh A n T i	native	AnT
0.5652	ভ্যানটিকে	bh A n T i k e	native	AnT
0.5652	ভ্যানটির	bh A n T i r	native	AnT
0.5626	প্যাটেলকে	p A T e l k e	native	ATel
0.5626	প্যাটেলদের	p A T e l d e r	native	ATel
0.5626	প্যাটেলের	p A T e l e r	native	ATel
0.5614	ইবাডির	i b a D i r	native	aDi
0.5614	কবাডি	k o b a D i	native	aDi
0.5614	নয়াডিঙ্গী	n o a D i ng g i	native	aDi
0.5614	কাপাডিয়া	k a p a D i y a	native	aDi
0.5614	কাপাডিয়ার	k a p a D i y a r	native	aDi
0.5614	কাবাডি	k a b a D i	native	aDi
0.5614	কাবাডিতে	k a b a D i t e	native	aDi
0.5614	কাবাডিতেও	k a b a D i t e O	native	aDi
0.5614	কাবাডির	k a b a D i r	native	aDi
0.5614	নয়াডিংগি	n o y a D i ng g i	native	aDi
0.5614	নয়াডিং্গি	n o a D i ng g i	native	aDi
0.5614	বাডি	b a D i	native	aDi
0.5614	রাডিয়ার	r a D i y a r	native	aDi
0.5609	ম্যাকসন	m A k sh o n	native	Aks
0.5609	ম্যাকসনস	m A k sh o n sh	native	Aks
0.5609	ম্যাকসি	m A k sh i	native	Aks
0.5609	ম্যাকসুয়েন	m A k sh u y e n	native	Aks
0.5609	স্ন্যাকস	sn A k sh	native	Aks
0.5596	সাকিবের	s a k i b e r	native	sak
0.5595	ইমিটেশন	i m i T e sh O n	native	Tes
0.5595	ইমিটেশনের	i m i T e sh o n e r	native	Tes
0.5595	নাটেশ্বর	n a T e sh sh o r	tatsama	Tes
0.5595	বটেশ্বর	b o T e sh sh o r	tatsama	Tes
0.5595	বটেশ্বরে	b o T e sh sh O r e	tatsama	Tes
0.5595	বটেশ্বরের	b o T e sh sh o r e r	tatsama	Tes
0.5595	শ্টেশন	sh T e sh o n	native	Tes
0.5595	শ্টেশনে	sh T e sh o n e	native	Tes
0.5595	শ্টেশনের	sh T e sh o n e r	native	Tes
0.5595	কশ্টেসৃশ্টে	k o sh T e s ri sh T e	tatsama	Tes
0.5595	কাল–নটেশ	k a l n o T e sh	native	Tes
0.5595	কোটেশ্বর	k O T e sh r o	tatsama	Tes
0.5595	চট্টেশ্বরি	ch o T T e sh sh O r i	tatsama	Tes
0.5595	নটেশ্বর	n o T e sh sh o r	tatsama	Tes
0.5595	পাটেশ্বরি	p a T e sh sh O r i	tatsama	Tes
0.5595	ভাড়াটেসহ	bh a r a T e sh o h O	native	Tes
0.5576	প্যাটে	p A T e	native	ATe
0.5576	প্যাটেন	p A T e n	native	ATe
0.5576	প্যাটের	p A T e r	native	ATe
0.5576	ফ্যাটের	ph A T e r	native	ATe
0.5576	ব্যাটে	b A T e	native	ATe
0.5576	ব্যাটেই	b A T e i	native	ATe
0.5576	ব্যাটেও	b A T e O	native	ATe
0.5576	ব্যাটের	b A T e r	native	ATe
0.5534	ওডভার	O D bh a r	native	ODb
0.5534	লোডভিক	l O D bh i k	native	ODb
0.5529	নিস্পৃহ	n i s p ri h O	tatsama	isp
0.5529	নিস্পৃহতা	n i s p ri h o t a	tatsama	isp
0.5529	পিসপ্রতি	p i s pr o t i	native	isp
