line	word	phonemes	old_tag	new_tag	reason
2973	করপোরেশেনের	k o r p O r e sh e n e r	native	loanword	rule
3116	করিন্থিয়ানস	k o r i n th i y a n s	native	loanword	rule
3117	করিন্থিয়ানসে	k o r i n th i y a n s e	native	loanword	rule
3118	করিন্থিয়ানসের	k o r i n th i y a n s e r	compound	loanword	rule
3198	করেসপনডেন্ট	k o r e s p o n D e n T	native	loanword	rule
3199	করেসপনডেন্টস	k o r e s p o n D e n T s	native	loanword	rule
3200	করেসপন্ডেন্ট	k o r e s p o n D e n T	native	loanword	rule
3203	করোগেটেড	k o r O g e T e D	native	loanword	rule
3206	করোনারি	k o r O n a r i	native	loanword	rule
3208	করোনেশন	k o r O n e sh o n	native	loanword	rule
3214	কর্টানা	k o r T a n a	native	proper_noun	rule
3215	কর্টানার	k o r T a n a r	native	proper_noun	rule
3216	কর্ডন	k o r D o n	native	loanword	rule
3217	কর্ডের	k o r D e r	native	loanword	rule
3297	কর্নার	k o r n a r	native	loanword	rule
3298	কর্নারটি	k o r n a r T i	native	loanword	rule
3299	কর্নারড	k o r n a r D	native	loanword	rule
3300	কর্নারের	k o r n a r e r	native	loanword	rule
3303	কর্নিলিয়াস	k o r n i l i y a s	native	proper_noun	rule
3304	কর্নিয়া	k o r n i y a	native	loanword	rule
3305	কর্নিয়াজনিত	k o r n i y a j O n i t o	native	loanword	rule
3306	কর্নিয়ান	k o r n i y a n	native	loanword	rule
3307	কর্নিয়ার	k o r n i y a r	native	loanword	rule
3308	কর্নেট	k o r n e T	native	loanword	rule
3310	কর্নেল	k o r n e l	native	loanword	rule
3311	কর্নেলকে	k o r n e l k e	native	loanword	rule
3312	কর্নেলিয়াস	k o r n e l i y a s	native	proper_noun	rule
3313	কর্নেলের	k o r n e l e r	native	loanword	rule
3316	কর্পস	k o r p o s	native	loanword	rule
3319	কর্পোরাল	k o r p O r a l	native	loanword	rule
3320	কর্পোরেট	k o r p O r e T	native	loanword	rule
3321	কর্পোরেশন	k o r p O r e sh o n	native	loanword	rule
3322	কর্পোরেশনকে	k o r p O r e sh o n k e	native	loanword	rule
3323	কর্পোরেশনে	k o r p O r e sh o n e	native	loanword	rule
3324	কর্পোরেশনের	k o r p O r e sh o n e r	native	loanword	rule
3583	কলগার্ল	k o l g a r l	native	loanword	rule
3606	কলবেল	k o l b e l	native	loanword	rule
3607	কলবেলের	k o l b e l e r	native	loanword	rule
3680	কলাপসিবল	k o l a p s i b o l	native	loanword	rule
3696	কলাম	k o l a m	native	loanword	rule
3697	কলামজুড়ে	k o l a m j u r e	native	loanword	rule
3698	কলামটি	k o l a m T i	native	loanword	rule
3699	কলামটিতে	k o l a m T i t e	native	loanword	rule
3701	কলামলেখক	k o l a m l e kh O k	native	loanword	rule
3702	কলামলেখকদের	k o l a m l e kh o k d e r	native	loanword	rule
3705	কলামে	k o l a m e	native	loanword	rule
3706	কলামেই	k o l a m e i	native	loanword	rule
3707	কলামের	k o l a m e r	native	loanword	rule
3708	কলাম্বিয়া	k o l a mb i y a	native	proper_noun	rule
3709	কলাম্বিয়ার	k o l a mb i y a r	native	proper_noun	rule
3719	কলিং	k o l i ng	native	loanword	rule
3720	কলিংউড	k o l i ng u D	native	proper_noun	rule
3721	কলিংউডই	k o l i ng u D i	native	proper_noun	rule
3722	কলিংউডকে	k o l i ng u D k e	native	proper_noun	rule
3723	কলিংউডের	k o l i ng u D e r	native	proper_noun	rule
3725	কলিংবেল	k o l i ng b e l	native	loanword	rule
3731	কলিগ	k o l i g	native	loanword	rule
3733	কলিজিয়াম	k o l i j i y a m	native	loanword	rule
3736	কলিন	k o l i n	native	proper_noun	rule
3754	কলেজই	k o l e j i	native	loanword	rule
3755	কলেজও	k o l e j O	native	loanword	rule
3756	কলেজকে	k o l e j k e	native	loanword	rule
3757	কলেজগামি	k o l e j g a m i	native	loanword	rule
3758	কলেজগুলো	k o l e j g u l O	native	loanword	rule
3759	কলেজগুলোও	k o l e j g u l O O	native	loanword	rule
3760	কলেজগুলোকে	k o l e j g u l O k e	native	loanword	rule
3761	কলেজগুলোতে	k o l e j g u l O t e	native	loanword	rule
3762	কলেজগুলোতেও	k o l e j g u l O t e O	native	loanword	rule
3763	কলেজগুলোয়	k o l e j g u l O y	native	loanword	rule
3764	কলেজগেট	k o l e j g e T	native	loanword	rule
3765	কলেজগেটে	k o l e j g e T e	native	loanword	rule
3766	কলেজছাত্রকে	k o l e j chh a tr O k e	native	loanword	rule
3767	কলেজছাত্রি	k o l e j chh a tr i	native	loanword	rule
3768	কলেজছাত্রিকে	k o l e j chh a tr i k e	native	loanword	rule
3769	কলেজছাত্রির	k o l e j chh a tr i r	native	loanword	rule
3770	কলেজছাত্রের	k o l e j chh a tr e r	native	loanword	rule
3771	কলেজজিবন	k o l e j j i b O n | k o l e j j i b o n	native	loanword	rule
3772	কলেজজিবনে	k o l e j j i b O n e | k o l e j j i b o n e	native	loanword	rule
3773	কলেজজিবনের	k o l e j j i b o n e r	native	loanword	rule
3774	কলেজটি	k o l e j T i	native	loanword	rule
3775	কলেজটিও	k o l e j T i O	native	loanword	rule
3776	কলেজটিকে	k o l e j T i k e	native	loanword	rule
3777	কলেজটির	k o l e j T i r	native	loanword	rule
3778	কলেজপাড়া	k o l e j p a r a	native	loanword	rule
3779	কলেজপাড়ার	k o l e j p a r a r	native	loanword	rule
3780	কলেজপাড়ায়	k o l e j p a r a y	native	loanword	rule
3781	কলেজপড়ুয়া	k o l e j p o r u y a	native	loanword	rule
3782	কলেজমাঠে	k o l e j m a Th e	native	loanword	rule
3783	কলেজমাঠের	k o l e j m a Th e r	native	loanword	rule
3784	কলেজশিক্ষক	k o l e j sh i kkh O k	tatsama	loanword	rule
3785	কলেজশিক্ষকের	k o l e j sh i k k o k e r	tatsama	loanword	rule
3786	কলেজশিক্ষার্থি	k o l e j sh i k k a r th i	tatsama	loanword	rule
3787	কলেজসংলগ্ন	k o l e j sh o ng l o g n o	native	loanword	rule
3788	কলেজসহ	k o l e j sh o h O	native	loanword	rule
3789	কলেজহাসপাতালে	k o l e j h a sh p a t a l e	compound	loanword	rule
3790	কলেজিয়েট	k o l e j i y e T	native	loanword	rule
3791	কলেজে	k o l e j e	native	loanword	rule
3792	কলেজেই	k o l e j e i	native	loanword	rule
3793	কলেজেও	k o l e j e O	native	loanword	rule
3794	কলেজের	k o l e j e r	native	loanword	rule
3795	কলেজেরই	k o l e j e r i	native	loanword	rule
3796	কলেজেরও	k o l e j e r O	native	loanword	rule
3797	কলেজেস	k o l e j e s	native	loanword	rule
3808	কলোনির	k o l O n i r	native	loanword	rule
3809	কলোনিসহ	k o l O n i sh o h O	native	loanword	rule
3810	কলোনিয়াল	k o l O n i y a l	native	loanword	rule
